PMID,N,SOURCE
22905026,19.0,Abstract
22905090,11.0,BrainMap
22905816,15.0,Abstract
22905818,20.0,BrainMap
22905819,17.0,EHB
22905821,63.0,EHB
22905823,8.0,EHB
22905826,22.0,EHB
22906785,22.0,EHB
22906791,14.0,Abstract
22909445,30.0,Abstract
22910274,14.0,EHB
22910372,10.0,FullText
22910447,30.0,EHB
22910984,15.0,EHB
22911738,30.0,EHB
22911806,25.0,EHB
22912611,24.0,Abstract
22912698,12.0,FullText
22912754,31.0,Abstract
22912831,30.6,EHB
22913365,89.0,EHB
22913381,41.0,EHB
22914649,19.0,EHB
22915491,42.0,EHB
22916139,29.0,EHB
22916152,14.0,FullText
22916169,24.0,EHB
22917951,21.0,Abstract
22918979,13.0,EHB
22918981,10.0,EHB
22920262,17.0,EHB
22921454,42.0,Abstract
22921709,5.0,BrainMap
22922368,22.0,EHB
22922525,27.0,EHB
22927897,28.0,EHB
22927984,70.0,EHB
22928000,16.0,EHB
22928624,13.0,Abstract
22929607,14.0,Abstract
22936472,29.0,FullText
22936578,25.0,Abstract
22936905,18.0,EHB
22937001,27.0,Abstract
22937041,34.0,EHB
22937055,18.0,Abstract
22937153,18.0,EHB
22939991,28.0,Abstract
22940117,16.0,EHB
22940231,264.0,EHB
22940284,30.0,EHB
22941499,17.0,EHB
22941501,12.0,Abstract
22941717,94.0,Abstract
22941718,9.75,EHB
22941719,6.0,EHB
22941721,14.0,EHB
22941724,16.0,EHB
22943145,12.0,Abstract
22948956,19.0,BrainMap
22951258,30.0,Abstract
22952277,17.0,EHB
22952599,32.0,EHB
22952624,43.0,EHB
22952631,29.0,EHB
22952762,21.0,EHB
22954741,11.0,Abstract
22954751,18.0,BrainMap
22956331,21.0,EHB
22956332,27.0,BrainMap
22956664,23.0,EHB
22956667,33.0,Abstract
22956668,18.0,Abstract
22956669,24.0,EHB
22956671,24.0,FullText
22956672,60.0,EHB
22956675,42.0,Abstract
22956676,21.0,Abstract
22956840,27.0,EHB
22957005,34.0,Abstract
22957019,36.0,Abstract
22958533,17.333333333333332,BrainMap
22958950,70.0,EHB
22959813,13.0,Abstract
22959916,12.0,FullText
22960081,15.0,Abstract
22960116,42.0,EHB
22960252,26.0,Abstract
22960258,12.0,Abstract
22960270,56.0,EHB
22960415,24.0,EHB
22963852,21.0,FullText
22964490,15.0,FullText
22965755,248.0,Abstract
22965806,52.0,EHB
22969702,20.0,EHB
22969713,13.0,EHB
22970898,9.0,Abstract
22971086,18.0,EHB
22972952,72.0,Abstract
22974271,26.0,BrainMap
22974555,30.0,EHB
22974974,9.0,FullText
22974975,76.0,Abstract
22975159,31.0,Abstract
22975194,20.0,EHB
22975196,18.0,EHB
22975389,,EHB
22977198,15.0,Abstract
22977199,19.0,FullText
22977200,16.0,Abstract
22978709,35.0,EHB
22980226,9.0,Abstract
22980587,51.0,Abstract
22981562,15.0,Abstract
22981810,41.0,Abstract
22982103,20.0,FullText
22982356,13.0,EHB
22982513,24.0,Abstract
22982586,29.0,EHB
22984460,85.0,EHB
22985694,239.0,Abstract
22985900,21.0,EHB
22986077,23.25,EHB
22987670,45.0,EHB
22987675,6.0,EHB
22987676,36.0,EHB
22987723,87.0,Abstract
22987774,48.0,EHB
22987790,20.0,EHB
22992490,44.0,EHB
22992491,21.0,FullText
22993261,9.0,EHB
22993265,12.0,Abstract
22993425,30.0,EHB
22993433,32.0,EHB
22994937,41.0,Abstract
22995779,15.0,EHB
22996045,15.75,EHB
22996310,19.0,BrainMap
22998631,12.0,EHB
22999437,19.0,Abstract
23000255,5.0,EHB
23000552,15.0,FullText
23000783,28.0,EHB
23006804,21.0,EHB
23008169,15.0,Abstract
23008180,20.0,Abstract
23009959,10.0,Abstract
23010257,57.88888889,EHB
23010311,19.0,FullText
23010485,96.0,Abstract
23010578,23.0,EHB
23014171,21.0,BrainMap
23015426,19.33333333,EHB
23015444,26.0,FullText
23015531,20.0,Abstract
23016826,18.0,EHB
23017544,10.0,Abstract
23017597,13.0,BrainMap
23017809,59.33333333,EHB
23017873,26.0,Abstract
23019004,28.0,EHB
23019005,12.0,EHB
23019128,20.0,EHB
23019245,18.0,BrainMap
23019246,12.0,EHB
23020899,41.0,EHB
23021615,13.0,Abstract
23022093,12.0,Abstract
23022108,20.0,EHB
23022432,24.0,Abstract
23023154,19.0,EHB
23026757,22.0,EHB
23028644,32.0,EHB
23028661,16.0,FullText
23028774,30.0,EHB
23028775,12.0,BrainMap
23028892,52.0,EHB
23029031,40.0,EHB
23029329,28.85714286,EHB
23031250,18.0,FullText
23032487,18.0,FullText
23032489,18.0,EHB
23032492,25.0,EHB
23032943,189.0,Abstract
23033058,57.0,Abstract
23033120,19.0,Abstract
23033853,20.0,EHB
23034517,67.0,Abstract
23035108,21.0,EHB
23036282,17.0,FullText
23039995,77.0,EHB
23039996,37.0,EHB
23040316,61.0,EHB
23041335,35.0,EHB
23041527,10.0,EHB
23041528,15.0,EHB
23041620,51.0,Abstract
23042731,,EHB
23043968,19.0,EHB
23044088,12.0,EHB
23044279,21.0,EHB
23046903,35.0,EHB
23046904,18.0,Abstract
23048018,19.0,BrainMap
23049951,28.0,Abstract
23051897,12.0,EHB
23051899,20.0,BrainMap
23051900,25.0,Abstract
23051901,11.375,BrainMap
23051903,16.0,Abstract
23052545,60.0,EHB
23055092,64.0,Abstract
23055488,16.0,EHB
23055489,29.0,EHB
23055490,5.0,EHB
23055497,15.0,FullText
23056309,47.0,EHB
23056337,12.0,Abstract
23056400,16.0,FullText
23056477,15.0,Abstract
23056533,36.0,Abstract
23057969,78.0,EHB
23060772,21.0,Abstract
23060774,18.0,Abstract
23061530,23.33333333,EHB
23062585,33.0,FullText
23062751,26.0,EHB
23063444,15.0,EHB
23063450,18.0,EHB
23063451,18.0,Abstract
23063453,41.0,EHB
23063842,18.0,FullText
23063843,20.0,EHB
23064107,14.0,EHB
23065480,118.0,EHB
23065651,1.0,EHB
23066730,24.0,EHB
23066731,32.0,Abstract
23066732,12.0,EHB
23066939,6.75,BrainMap
23069809,54.0,EHB
23070748,12.0,EHB
23071546,26.0,EHB
23072363,55.0,Abstract
23072431,35.33333333,EHB
23074077,24.0,EHB
23077042,11.0,EHB
23077043,42.0,EHB
23077048,13.0,EHB
23077058,67.33333333,EHB
23077059,33.0,EHB
23078273,20.0,Abstract
23079490,24.0,EHB
23079572,83.0,EHB
23081883,12.0,FullText
23082151,12.277777777777779,BrainMap
23082194,40.0,EHB
23082797,42.0,EHB
23084460,33.0,FullText
23085111,18.0,EHB
23086020,15.0,Abstract
23087604,18.0,EHB
23087634,42.0,EHB
23087635,24.0,Abstract
23090212,22.0,Abstract
23092213,23.0,EHB
23094678,35.0,EHB
23097235,20.0,EHB
23097247,15.0,EHB
23097273,43.0,EHB
23097300,,EHB
23097317,24.0,EHB
23099047,14.0,EHB
23099059,25.0,Abstract
23100417,18.0,EHB
23102512,19.0,EHB
23103517,22.0,EHB
23103518,15.0,EHB
23103686,17.0,EHB
23103688,,EHB
23103691,25.0,BrainMap
23106734,42.0,EHB
23107380,20.0,Abstract
23108270,15.0,EHB
23108271,13.0,EHB
23108274,11.0,EHB
23108278,213.0,EHB
23108370,54.0,Abstract
23110158,26.0,EHB
23110678,18.0,FullText
23110882,45.0,BrainMap
23115178,64.0,EHB
23115195,19.0,BrainMap
23115550,49.0,EHB
23116810,41.0,EHB
23116815,20.0,EHB
23117157,17.0,EHB
23118929,28.0,EHB
23121899,9.0,Abstract
23122880,20.0,Abstract
23123045,40.0,EHB
23123141,18.0,Abstract
23123362,26.0,EHB
23123633,54.0,EHB
23123681,20.0,EHB
23123788,7.0,Abstract
23124385,50.0,EHB
23124622,31.0,EHB
23124719,15.0,Abstract
23125121,81.0,Abstract
23125131,131.0,EHB
23125822,32.0,EHB
23125826,13.0,EHB
23127796,33.0,EHB
23128079,16.0,EHB
23128080,16.0,Abstract
23128082,30.0,EHB
23129993,,EHB
23131612,4.0,FullText
23131804,13.0,EHB
23131805,12.0,EHB
23133615,26.0,Abstract
23136406,39.0,EHB
23136408,18.0,EHB
23137805,14.5,EHB
23137808,15.0,Abstract
23137946,18.0,FullText
23137948,44.0,EHB
23138728,85.0,Abstract
23139906,20.0,EHB
23139910,12.0,Abstract
23140672,227.0,EHB
23140909,28.0,EHB
23142069,10.0,EHB
23142070,34.0,Abstract
23142223,19.0,EHB
23142279,23.0,Abstract
23142493,8.0,Abstract
23143517,57.0,EHB
23144849,58.0,Abstract
23144915,12.0,EHB
23145011,20.0,Abstract
23145068,12.0,Abstract
23146247,32.0,Abstract
23146249,32.0,EHB
23146251,66.0,EHB
23146254,32.0,EHB
23146681,18.0,Abstract
23146966,32.0,EHB
23147237,21.0,EHB
23147501,15.0,EHB
23149023,30.0,Abstract
23149036,47.0,EHB
23149446,63.0,Abstract
23150550,18.0,EHB
23151990,14.0,Abstract
23152865,41.0,EHB
23154092,34.0,Abstract
23154094,14.0,BrainMap
23154098,33.0,BrainMap
23155368,32.0,EHB
23155380,10.0,Abstract
23155450,27.0,EHB
23155479,12.0,BrainMap
23158761,122.0,EHB
23158778,43.0,EHB
23159796,48.0,EHB
23160811,16.0,EHB
23160812,13.0,EHB
23160815,120.0,EHB
23160817,22.0,Abstract
23160910,16.0,Abstract
23162046,64.0,EHB
23162047,15.0,Abstract
23162424,66.0,EHB
23162440,44.0,EHB
23163412,48.0,Abstract
23163413,84.0,FullText
23163414,13.0,BrainMap
23163416,32.0,EHB
23163417,30.0,EHB
23163419,19.0,EHB
23163420,11.0,EHB
23164370,19.0,Abstract
23165919,,EHB
23165941,14.0,BrainMap
23166657,33.0,EHB
23166800,16.0,EHB
23167305,50.0,Abstract
23170237,16.0,Abstract
23170240,28.0,Abstract
23171248,40.0,EHB
23172771,103.0,EHB
23174403,60.5,EHB
23174429,35.5,EHB
23174430,16.0,Abstract
23175677,20.0,FullText
23175818,8.0,EHB
23175822,56.0,EHB
23175824,16.0,EHB
23175825,26.0,FullText
23175832,18.0,EHB
23175836,27.0,EHB
23175851,9.0,EHB
23177922,31.8,EHB
23178105,58.0,EHB
23178904,24.0,Abstract
23179063,28.0,BrainMap
23180753,9.0,EHB
23181904,8.0,FullText
23182846,30.0,Abstract
23183637,24.0,Abstract
23183709,22.0,EHB
23183711,22.0,Abstract
23184639,1.0,FullText
23185300,11.0,FullText
23185305,98.0,EHB
23185306,52.0,Abstract
23185334,24.0,EHB
23185360,18.0,FullText
23185425,29.0,EHB
23185566,36.0,FullText
23189175,34.0,EHB
23190328,17.0,EHB
23194816,40.0,EHB
23194834,50.0,EHB
23196144,2.0,EHB
23196633,25.33333333,EHB
23197728,18.0,FullText
23197733,14.0,EHB
23200084,18.0,BrainMap
23200527,74.0,Abstract
23200718,16.0,EHB
23201229,12.0,Abstract
23201307,13.0,Abstract
23201362,26.0,Abstract
23201363,25.0,FullText
23201365,42.5,EHB
23201366,140.0,Abstract
23201367,40.0,EHB
23201492,26.0,EHB
23201633,92.0,EHB
23202661,45.0,EHB
23202664,30.0,EHB
23206530,20.0,Abstract
23206930,110.5,EHB
23207574,14.0,EHB
23207575,18.0,FullText
23207576,39.0,EHB
23209583,26.0,Abstract
23209584,20.0,Abstract
23209599,18.0,EHB
23209643,15.0,Abstract
23211992,31.0,Abstract
23216771,14.0,Abstract
23217577,66.0,Abstract
23219044,21.0,Abstract
23219676,192.0,Abstract
23219927,126.0,Abstract
23220493,20.0,EHB
23222890,14.0,EHB
23223206,50.0,EHB
23223279,4.0,EHB
23223295,31.0,EHB
23226488,16.0,EHB
23226567,5.0,EHB
23227139,17.0,EHB
23228510,14.0,EHB
23228512,20.0,EHB
23228724,29.0,FullText
23231650,25.0,EHB
23231884,42.0,EHB
23234107,8.0,BrainMap
23236200,222.2,EHB
23236383,10.0,Abstract
23238040,13.0,Abstract
23238041,15.0,Abstract
23238432,24.0,Abstract
23238868,25.0,FullText
23238964,17.0,EHB
23239964,144.0,EHB
23240741,92.0,EHB
23240858,20.0,Abstract
23241648,11.0,Abstract
23242198,710.0,EHB
23242968,21.0,EHB
23245219,32.0,Abstract
23245222,34.0,EHB
23245426,15.0,FullText
23245750,96.0,EHB
23245760,21.0,Abstract
23245776,72.0,Abstract
23245948,16.0,Abstract
23246777,11.0,Abstract
23246778,47.0,Abstract
23246859,35.0,Abstract
23246991,10.0,EHB
23246992,70.0,EHB
23246995,48.0,EHB
23246996,12.0,EHB
23247063,27.0,EHB
23249347,17.0,EHB
23249348,11.0,EHB
23249349,16.0,EHB
23249350,34.0,EHB
23250955,18.0,EHB
23251130,3.0,EHB
23251361,39.0,EHB
23251496,40.0,EHB
23251595,39.0,EHB
23251653,21.0,EHB
23251669,23.0,Abstract
23251704,15.0,EHB
23261142,26.0,EHB
23261522,62.0,Abstract
23261640,16.0,FullText
23261871,14.0,BrainMap
23262075,18.0,EHB
23262080,16.0,EHB
23262174,20.0,Abstract
23262175,29.0,EHB
23263196,13.0,Abstract
23263840,25.0,FullText
23266012,11.0,EHB
23266744,25.0,EHB
23266745,14.0,EHB
23266746,99.0,EHB
23267322,22.0,EHB
23268783,18.0,EHB
23269472,19.0,Abstract
23270676,12.0,BrainMap
23270876,46.0,EHB
23270974,66.0,EHB
23273106,15.0,EHB
23273501,109.0,EHB
23274773,34.0,Abstract
23274798,9.0,Abstract
23274799,12.0,EHB
23274842,15.0,EHB
23275596,16.0,Abstract
23277109,17.0,EHB
23277112,15.0,FullText
23278923,,EHB
23278978,22.0,EHB
23281064,10.0,Abstract
23281129,18.0,Abstract
23281778,17.0,EHB
23283330,33.0,EHB
23283347,45.0,FullText
23283478,15.0,EHB
23284730,15.0,EHB
23284783,20.0,FullText
23285070,55.0,EHB
23285086,12.0,EHB
23285136,19.0,EHB
23285171,29.53846154,EHB
23287311,44.18181818,EHB
23287526,14.0,Abstract
23287527,16.0,EHB
23287569,31.0,EHB
23288324,15.0,Abstract
23288627,14.0,EHB
23290498,19.0,FullText
23291188,16.0,EHB
23291265,27.0,Abstract
23291493,14.0,Abstract
23291725,15.0,EHB
23292620,13.0,FullText
23293019,32.0,EHB
23293594,19.0,EHB
23293596,13.0,Abstract
23294137,15.0,Abstract
23295390,14.0,EHB
23296187,15.0,FullText
23297009,71.0,Abstract
23297206,31.0,EHB
23298748,16.0,EHB
23300517,35.5,EHB
23300524,10.0,Abstract
23300575,40.0,EHB
23300958,133.0,EHB
23300977,31.0,EHB
23301035,37.0,EHB
23301153,20.0,Abstract
23303059,30.0,Abstract
23303919,80.0,EHB
23303932,18.0,FullText
23307469,24.0,EHB
23307487,31.0,EHB
23308163,40.0,Abstract
23312561,62.0,Abstract
23312790,25.0,EHB
23313012,49.0,EHB
23313294,38.0,EHB
23313402,53.0,EHB
23313569,18.0,Abstract
23313581,42.0,EHB
23313779,5.0,EHB
23313780,15.0,EHB
23314007,18.0,Abstract
23314011,23.0,EHB
23314012,33.0,Abstract
23314939,25.0,EHB
23314944,95.0,Abstract
23318125,24.0,EHB
23318128,64.0,Abstract
23319002,121.0,EHB
23319041,12.0,EHB
23319042,14.0,EHB
23319043,14.0,FullText
23319628,,EHB
23321153,26.0,EHB
23322403,26.0,EHB
23322890,38.0,EHB
23324559,23.0,Abstract
23325227,26.0,BrainMap
23326346,86.0,EHB
23326484,70.0,EHB
23326568,8.0,Abstract
23327932,36.0,EHB
23327933,19.0,EHB
23328350,27.0,EHB
23328446,26.0,EHB
23329206,12.0,EHB
23329729,79.0,EHB
23331283,90.0,EHB
23332807,26.0,FullText
23333417,15.0,Abstract
23333668,4.0,Abstract
23333840,26.0,EHB
23335893,25.0,Abstract
23335976,16.0,Abstract
23337458,1.0,EHB
23340410,6.0,EHB
23340519,31.0,EHB
23341872,13.0,Abstract
23342130,20.0,Abstract
23342148,42.0,Abstract
23342176,17.0,Abstract
23343492,,EHB
23345236,23.0,EHB
23346054,19.0,EHB
23348009,16.0,EHB
23348760,24.0,Abstract
23349222,18.0,EHB
23349665,22.0,EHB
23349792,22.0,EHB
23351027,8.5,EHB
23352276,28.66666667,EHB
23352757,48.0,EHB
23352831,21.0,FullText
23352851,24.0,Abstract
23353599,18.0,EHB
23353696,16.0,Abstract
23355265,10.0,Abstract
23355606,24.0,Abstract
23357078,104.0,EHB
23357079,30.0,EHB
23357203,14.0,EHB
23357204,40.0,Abstract
23359269,14.0,EHB
23360727,145.0,EHB
23362111,14.0,EHB
23362864,21.0,EHB
23363408,13.0,EHB
23363410,30.0,EHB
23363414,87.0,Abstract
23365237,11.0,EHB
23365241,66.0,EHB
23365248,16.0,EHB
23365249,22.0,EHB
23365257,15.0,EHB
23369803,30.0,Abstract
23370054,13.0,Abstract
23372547,52.0,EHB
23372641,19.0,BrainMap
23373763,21.0,Abstract
23375942,,EHB
23376052,17.0,EHB
23376214,24.0,EHB
23376475,45.5,BrainMap
23376698,46.0,Abstract
23376790,10.0,EHB
23377127,12.0,EHB
23377900,32.0,BrainMap
23378215,32.0,EHB
23380169,21.0,FullText
23382515,34.0,EHB
23382516,24.0,EHB
23382517,17.0,Abstract
23382715,17.0,EHB
23382821,29.0,EHB
23383194,33.0,FullText
23383244,34.0,EHB
23383863,15.0,FullText
23384193,45.0,EHB
23384520,25.0,EHB
23384525,65.0,EHB
23385487,10.0,Abstract
23386739,22.0,BrainMap
23386740,73.0,EHB
23389691,20.0,EHB
23389755,48.0,EHB
23390415,22.0,EHB
23391130,48.0,Abstract
23391838,12.0,FullText
23392656,19.0,EHB
23392667,67.0,EHB
23392685,24.0,EHB
23394712,18.0,Abstract
23395849,12.0,Abstract
23395850,79.0,EHB
23398652,12.0,Abstract
23400116,15.0,EHB
23400553,36.0,EHB
23400699,26.0,EHB
23402762,21.0,EHB
23403412,219.0,EHB
23403574,43.0,EHB
23403700,5.0,EHB
23404335,25.0,Abstract
23404563,18.0,EHB
23404748,31.0,EHB
23406055,15.0,EHB
23407973,19.0,EHB
23408267,59.0,Abstract
23408389,21.0,FullText
23408440,35.0,Abstract
23408565,20.0,EHB
23408984,44.0,Abstract
23409009,21.0,EHB
23410032,11.0,EHB
23410736,28.0,FullText
23414211,18.0,Abstract
23415909,20.0,FullText
23415949,17.0,Abstract
23415950,17.0,EHB
23416087,14.0,Abstract
23416146,14.0,BrainMap
23416253,16.0,Abstract
23416318,39.0,EHB
23416451,20.0,EHB
23418428,12.0,BrainMap
23418930,13.0,Abstract
23419861,23.333333333333332,BrainMap
23419940,15.0,Abstract
23422330,19.0,EHB
23423461,49.0,Abstract
23423669,63.0,EHB
23423825,14.0,EHB
23425890,126.0,EHB
23425892,16.5,BrainMap
23426687,20.0,Abstract
23426796,29.0,Abstract
23427116,18.0,EHB
23428318,25.0,Abstract
23428568,13.0,BrainMap
23433857,21.0,Abstract
23435206,40.0,EHB
23435209,18.0,Abstract
23435212,24.0,EHB
23435213,108.0,EHB
23436504,34.0,EHB
23437097,16.5,EHB
23437284,250.0,EHB
23440005,24.0,EHB
23442226,12.0,Abstract
23442348,13.0,EHB
23445167,18.0,Abstract
23446840,19.0,FullText
23447611,15.0,Abstract
23448522,22.0,EHB
23448868,16.0,EHB
23448870,11.0,EHB
23448875,50.0,EHB
23450237,20.0,EHB
23450516,20.0,FullText
23450811,16.0,EHB
23450833,20.0,Abstract
23452665,16.5,BrainMap
23453566,62.0,EHB
23453584,52.0,EHB
23453833,142.0,EHB
23453977,32.0,EHB
23454071,22.0,EHB
23454569,18.0,EHB
23454619,10.0,EHB
23455593,25.0,EHB
23457466,28.0,EHB
23457592,39.0,EHB
23459220,26.0,EHB
23459637,24.0,Abstract
23460073,17.0,EHB
23460411,16.0,FullText
23460913,12.0,Abstract
23461704,12.0,EHB
23462319,57.0,EHB
23465967,63.0,EHB
23467350,20.0,EHB
23467364,12.0,EHB
23468100,13.0,Abstract
23468832,21.0,Abstract
23469886,29.0,EHB
23470285,41.0,EHB
23470983,12.0,BrainMap
23471456,33.0,EHB
23474076,46.0,EHB
23474077,25.0,EHB
23474094,26.0,FullText
23475755,45.0,EHB
23476024,24.0,FullText
23479058,12.0,Abstract
23481626,53.0,EHB
23482245,21.0,Abstract
23482620,28.0,EHB
23482621,46.0,EHB
23482622,35.0,EHB
23482624,24.0,FullText
23482626,19.0,Abstract
23482628,24.0,FullText
23482688,24.0,EHB
23483198,16.0,Abstract
23483523,29.0,EHB
23483911,131.0,EHB
23483978,15.0,Abstract
23484034,25.0,Abstract
23485025,30.0,EHB
23485741,13.0,Abstract
23485849,84.5,EHB
23485851,18.0,Abstract
23488588,35.0,EHB
23489416,22.0,Abstract
23497150,30.0,EHB
23497788,25.0,Abstract
23499388,32.0,Abstract
23499719,15.0,EHB
23500898,18.0,FullText
23501047,12.0,Abstract
23501051,17.0,Abstract
23501052,40.0,Abstract
23501216,16.0,FullText
23505435,8.0,Abstract
23506969,114.0,EHB
23507378,14.0,EHB
23507379,29.0,EHB
23507383,11.0,EHB
23507386,26.0,Abstract
23507387,23.0,FullText
23507388,17.0,EHB
23508477,25.0,BrainMap
23510226,11.0,EHB
23510246,8.0,BrainMap
23510545,33.0,Abstract
23510581,14.0,Abstract
23511846,67.0,EHB
23512930,35.0,Abstract
23512932,70.0,Abstract
23513045,31.0,EHB
23514929,8.0,Abstract
23514930,18.0,Abstract
23515795,6.0,EHB
23516286,14.0,EHB
23516304,18.0,EHB
23517886,23.0,EHB
23517908,14.0,EHB
23518009,48.0,EHB
23519971,20.0,EHB
23519991,21.0,Abstract
23522878,14.0,Abstract
23523270,39.0,EHB
23523804,10.0,Abstract
23523811,15.0,FullText
23523812,12.0,Abstract
23526961,15.0,Abstract
23527165,21.0,EHB
23527247,50.0,EHB
23527282,42.0,EHB
23528204,14.0,EHB
23528239,1.0,EHB
23529004,25.0,EHB
23529005,26.0,EHB
23529976,18.0,Abstract
23530896,70.0,Abstract
23530897,37.0,EHB
23530922,20.0,EHB
23530923,22.0,EHB
23532800,42.0,EHB
23533065,15.0,Abstract
23535179,20.0,BrainMap
23536015,17.0,Abstract
23536060,15.0,EHB
23536092,28.0,EHB
23536716,1.0,EHB
23537937,16.0,Abstract
23540908,20.0,EHB
23542498,22.0,EHB
23542499,36.0,EHB
23544046,18.0,Abstract
23547242,20.0,EHB
23547243,24.0,Abstract
23547245,18.0,Abstract
23548839,27.0,EHB
23552077,18.0,EHB
23552078,17.0,EHB
23552079,18.0,BrainMap
23553546,20.0,Abstract
23553547,111.0,Abstract
23553599,38.0,Abstract
23554488,29.0,EHB
23554503,15.0,EHB
23555020,17.0,EHB
23555620,10.0,EHB
23555736,43.0,Abstract
23555827,29.0,EHB
23555852,14.0,Abstract
23555920,17.0,Abstract
23558094,29.0,Abstract
23558102,20.0,EHB
23558103,17.0,EHB
23558105,16.0,EHB
23558337,15.0,BrainMap
23561982,14.0,Abstract
23562770,21.0,EHB
23562793,19.0,EHB
23563109,11.0,EHB
23563850,22.0,BrainMap
23563962,22.0,EHB
23563963,21.0,EHB
23564211,13.0,Abstract
23565090,79.0,Abstract
23566889,27.0,EHB
23567364,149.0,EHB
23567883,33.0,Abstract
23567890,19.0,EHB
23568365,13.0,Abstract
23568412,1.0,EHB
23568448,19.0,Abstract
23570916,24.0,Abstract
23572081,13.0,Abstract
23573184,16.0,EHB
23573872,118.0,EHB
23574539,14.0,EHB
23574583,10.5,EHB
23574585,19.5,EHB
23575842,12.0,EHB
23576809,42.0,EHB
23576810,54.0,Abstract
23576811,30.0,EHB
23576970,5.0,EHB
23576972,25.0,EHB
23578576,26.0,Abstract
23578577,567.0,EHB
23578713,10.0,BrainMap
23578759,30.0,EHB
23580061,29.0,FullText
23580364,18.0,EHB
23581683,11.0,EHB
23582154,79.5,EHB
23582377,18.0,EHB
23583742,19.0,Abstract
23583743,22.0,Abstract
23584670,12.0,EHB
23585519,12.0,EHB
23585869,18.0,Abstract
23585888,20.0,EHB
23587493,19.0,EHB
23587690,,EHB
23588185,22.0,Abstract
23588273,16.0,EHB
23591073,12.33333333,EHB
23591131,49.0,Abstract
23593393,25.0,Abstract
23593416,36.0,Abstract
23595741,18.0,Abstract
23595766,35.0,Abstract
23596061,14.0,EHB
23596188,17.0,Abstract
23596404,26.0,EHB
23599165,151.0,EHB
23599167,14.0,Abstract
23600977,7.0,EHB
23602923,62.0,EHB
23603021,10.0,EHB
23603350,9.0,EHB
23604336,20.0,Abstract
23604572,18.0,FullText
23607935,22.0,EHB
23608113,42.0,EHB
23613739,28.0,Abstract
23615031,20.0,EHB
23616340,26.0,EHB
23616377,29.0,FullText
23616433,42.0,FullText
23616547,27.0,Abstract
23616756,44.0,EHB
23618495,10.0,EHB
23620451,62.5,EHB
23620600,24.0,Abstract
23620601,117.0,Abstract
23620602,23.0,FullText
23620758,29.0,Abstract
23620791,23.0,Abstract
23623456,44.0,Abstract
23624171,9.0,EHB
23624336,36.0,EHB
23624491,30.0,Abstract
23624492,22.0,EHB
23625045,9.5,EHB
23625078,18.0,EHB
23625146,118.0,EHB
23628432,44.0,EHB
23628983,119.0,EHB
23630478,19.0,Abstract
23630602,5.0,EHB
23631985,278.0,EHB
23631993,13.0,EHB
23633412,16.0,Abstract
23636715,15.0,BrainMap
23636983,25.0,Abstract
23637175,62.0,EHB
23637982,16.0,Abstract
23638017,16.0,FullText
23638070,24.0,Abstract
23639347,22.0,Abstract
23639390,59.0,EHB
23640112,16.0,EHB
23642469,14.0,Abstract
23643106,116.0,EHB
23643836,18.0,BrainMap
23644182,20.0,EHB
23644585,15.0,EHB
23644912,43.0,EHB
23645101,20.0,Abstract
23645715,28.0,EHB
23645717,26.0,EHB
23645718,18.0,EHB
23645721,45.0,Abstract
23646167,18.0,EHB
23647514,30.0,EHB
23647559,15.0,EHB
23648965,15.0,EHB
23650536,45.0,EHB
23651705,46.0,Abstract
23651708,16.0,EHB
23653601,16.0,EHB
23653602,10.0,EHB
23654223,70.0,EHB
23658538,32.0,Abstract
23660028,33.0,EHB
23660030,39.0,Abstract
23660436,19.0,Abstract
23660437,18.0,EHB
23660526,11.0,BrainMap
23660743,18.0,Abstract
23660871,28.0,Abstract
23662864,18.0,EHB
23664619,17.0,EHB
23664683,28.0,EHB
23664947,64.0,EHB
23664949,18.0,EHB
23664954,20.0,EHB
23665375,14.0,Abstract
23665393,25.0,EHB
23666554,22.0,EHB
23667619,18.0,EHB
23668969,6.0,EHB
23670951,19.0,Abstract
23670963,15.0,EHB
23670980,24.0,EHB
23670989,23.0,EHB
23670997,10.0,FullText
23671038,21.0,Abstract
23672819,24.0,Abstract
23673251,20.0,BrainMap
23673865,26.0,EHB
23674488,29.6,EHB
23674498,20.0,EHB
23675314,10.0,EHB
23675337,12.0,Abstract
23675408,11.0,BrainMap
23675819,16.0,EHB
23677490,26.0,Abstract
23678111,147.0,EHB
23678116,36.0,EHB
23678117,15.0,FullText
23678126,20.0,EHB
23679679,60.0,EHB
23681167,19.0,Abstract
23681887,22.0,Abstract
23683790,30.0,EHB
23684849,29.0,EHB
23684860,25.0,EHB
23684863,23.0,Abstract
23684864,9.5,EHB
23684870,18.0,Abstract
23684875,28.0,EHB
23684882,20.0,Abstract
23684978,41.0,EHB
23685774,43.0,EHB
23685776,50.0,Abstract
23688384,20.0,Abstract
23689014,12.0,EHB
23690582,156.0,EHB
23690923,86.0,EHB
23691102,3.0,Abstract
23691129,70.0,EHB
23691185,20.0,EHB
23691237,28.0,FullText
23691984,23.0,EHB
23693090,16.0,EHB
23693160,32.0,Abstract
23696279,19.0,Abstract
23696692,24.0,EHB
23696798,23.0,Abstract
23696841,29.0,Abstract
23699528,20.0,Abstract
23700105,40.0,Abstract
23701459,27.5,EHB
23701693,15.0,EHB
23702412,10.0,EHB
23704980,34.0,EHB
23706416,36.0,Abstract
23707590,27.0,Abstract
23707901,24.0,Abstract
23708507,116.0,EHB
