PMID,N,SOURCE
17395493,30.0,EHB
17395609,12.0,EHB
17397807,18.0,EHB
17397882,19.0,EHB
17398078,7.0,EHB
17398080,13.0,BrainMap
17398117,8.0,EHB
17399959,22.0,EHB
17400195,9.0,BrainMap
17400251,12.0,BrainMap
17400477,24.0,EHB
17400480,12.0,BrainMap
17403529,13.0,EHB
17403973,19.0,BrainMap
17403978,17.0,BrainMap
17404215,26.0,BrainMap
17404390,18.0,EHB
17407505,9.0,BrainMap
17407506,41.0,EHB
17407825,12.0,EHB
17408585,14.0,EHB
17408704,14.0,BrainMap
17408973,19.0,EHB
17409238,10.0,EHB
17409244,10.0,EHB
17409251,26.0,EHB
17412509,15.0,EHB
17412567,13.1,BrainMap
17412610,15.0,Abstract
17412720,6.0,EHB
17413656,11.0,BrainMap
17415777,10.0,BrainMap
17415782,6.0,EHB
17416830,29.0,BrainMap
17418591,12.0,EHB
17425531,8.0,BrainMap
17426589,11.714285714285714,BrainMap
17427209,9.0,BrainMap
17428683,12.0,BrainMap
17428684,17.0,BrainMap
17430361,12.0,BrainMap
17432971,12.0,BrainMap
17432972,18.0,EHB
17433094,14.0,BrainMap
17433880,8.0,EHB
17433891,12.0,FullText
17434455,38.0,EHB
17434757,10.0,BrainMap
17434917,14.0,EHB
17437282,30.0,EHB
17442593,14.0,Abstract
17442821,23.0,EHB
17443700,34.0,EHB
17448450,21.0,EHB
17448452,11.0,FullText
17448546,9.0,EHB
17448605,14.6,BrainMap
17448689,10.0,BrainMap
17449068,14.0,BrainMap
17449179,12.0,EHB
17449320,12.0,EHB
17451759,19.0,Abstract
17451973,17.0,BrainMap
17452003,9.0,EHB
17452288,1.0,EHB
17455365,24.0,BrainMap
17460071,15.0,BrainMap
17460617,33.0,BrainMap
17462914,18.0,BrainMap
17462916,14.0,EHB
17466401,19.0,BrainMap
17467008,10.0,Abstract
17467816,50.0,EHB
17468013,15.0,EHB
17468751,12.0,BrainMap
17469913,11.0,BrainMap
17471059,20.0,BrainMap
17471290,12.0,BrainMap
17473836,24.0,EHB
17473838,13.0,BrainMap
17475292,17.0,BrainMap
17475514,83.0,EHB
17475790,24.0,BrainMap
17475792,40.0,EHB
17476364,10.0,BrainMap
17476480,96.0,EHB
17478105,14.0,EHB
17478107,16.0,BrainMap
17481593,26.0,EHB
17481919,26.0,EHB
17483451,105.0,EHB
17483530,14.0,BrainMap
17487272,9.0,BrainMap
17488205,12.0,BrainMap
17488207,11.0,BrainMap
17488212,27.0,BrainMap
17490893,18.0,EHB
17490989,15.0,EHB
17490990,14.0,EHB
17490991,22.0,BrainMap
17493834,29.0,EHB
17493836,6.0,BrainMap
17496802,13.0,BrainMap
17497631,11.0,BrainMap
17497646,18.0,EHB
17498811,20.0,Abstract
17498973,16.0,EHB
17499158,23.0,EHB
17499159,20.0,EHB
17499160,15.0,EHB
17499164,15.0,EHB
17499166,16.0,EHB
17499168,16.0,FullText
17499169,17.0,BrainMap
17499172,4.0,EHB
17499173,,EHB
17499175,11.0,EHB
17499318,18.0,EHB
17499456,24.0,EHB
17499485,14.0,BrainMap
17499519,83.0,EHB
17504782,9.5,EHB
17504783,24.0,EHB
17505465,29.0,EHB
17505817,38.0,BrainMap
17507455,12.0,BrainMap
17507555,20.0,EHB
17507573,17.0,BrainMap
17509541,18.0,EHB
17509898,12.0,EHB
17511967,7.0,BrainMap
17512615,10.0,BrainMap
17515901,18.0,Abstract
17517680,11.0,BrainMap
17520250,39.0,BrainMap
17521924,14.0,BrainMap
17524628,14.0,BrainMap
17524667,12.0,Abstract
17524669,14.0,BrainMap
17525980,48.0,EHB
17525984,15.0,BrainMap
17525985,107.0,EHB
17525987,13.0,BrainMap
17531309,8.0,EHB
17531310,12.5,BrainMap
17532193,39.0,EHB
17532647,13.0,EHB
17532648,10.0,EHB
17533167,48.0,EHB
17536966,14.0,BrainMap
17538950,50.0,BrainMap
17538951,37.6,EHB
17538952,27.0,EHB
17543896,19.0,EHB
17544015,19.0,BrainMap
17544630,27.0,EHB
17545731,15.285714285714286,BrainMap
17547581,10.0,BrainMap
17547582,12.0,BrainMap
17548160,15.0,BrainMap
17548547,9.0,BrainMap
17548751,18.0,BrainMap
17548799,17.0,EHB
17548801,14.0,EHB
17551089,20.0,EHB
17551539,12.0,BrainMap
17552930,10.0,BrainMap
17552934,30.0,EHB
17553011,12.0,BrainMap
17553017,19.0,EHB
17553466,23.0,Abstract
17553704,9.0,EHB
17553706,24.0,EHB
17553991,12.0,EHB
17554002,58.0,EHB
17554003,60.0,EHB
17555989,17.0,EHB
17556772,15.2,BrainMap
17559542,22.0,EHB
17559877,46.0,EHB
17560689,32.0,EHB
17560768,13.0,EHB
17560794,11.0,EHB
17561345,25.0,EHB
17561416,12.0,EHB
17566054,33.0,EHB
17566123,103.0,EHB
17566608,40.0,Abstract
17566766,20.0,EHB
17566768,13.0,BrainMap
17570347,13.0,BrainMap
17572075,10.181818181818182,BrainMap
17572110,43.0,EHB
17574445,19.0,Abstract
17574746,45.0,EHB
17574821,22.0,EHB
17574869,66.0,BrainMap
17575278,24.0,EHB
17575989,10.0,EHB
17576282,30.0,BrainMap
17576750,10.0,EHB
17579363,33.0,EHB
17579609,18.0,EHB
17579718,12.0,Abstract
17581532,63.0,EHB
17582746,28.0,EHB
17583988,15.0,BrainMap
17583991,16.0,BrainMap
17583996,36.0,BrainMap
17585887,35.0,EHB
17585888,16.214285714285715,BrainMap
17587554,11.625,BrainMap
17587600,16.0,EHB
17588241,62.0,EHB
17588725,14.666666666666666,BrainMap
17588776,34.0,EHB
17588777,11.5,EHB
17590354,36.0,EHB
17591598,14.0,EHB
17594330,41.0,EHB
17595018,11.0,BrainMap
17596409,10.0,EHB
17596416,11.0,BrainMap
17596422,22.0,BrainMap
17596454,8.0,EHB
17596966,15.0,EHB
17597168,3.0,EHB
17597225,11.0,EHB
17598145,14.8,BrainMap
17598163,106.0,EHB
17598164,13.0,EHB
17598166,14.0,EHB
17600730,5.0,EHB
17601497,20.0,BrainMap
17601709,24.0,EHB
17601749,29.0,BrainMap
17602140,25.0,EHB
17603027,7.0,BrainMap
17604009,16.0,EHB
17604351,18.0,BrainMap
17604649,18.0,EHB
17604879,44.0,EHB
17606317,14.0,EHB
17607327,40.0,EHB
17610659,16.0,EHB
17610823,12.0,EHB
17610824,16.0,EHB
17611124,22.0,BrainMap
17611740,15.0,EHB
17615131,14.0,EHB
17615246,8.0,EHB
17615247,15.0,EHB
17616403,11.0,BrainMap
17617382,13.0,EHB
17617656,3.0,EHB
17617657,11.0,EHB
17617658,17.0,EHB
17618089,8.0,BrainMap
17618423,12.0,EHB
17618656,37.0,EHB
17621607,15.0,EHB
17624993,9.0,BrainMap
17625917,24.0,EHB
17626038,48.0,EHB
17626211,22.0,EHB
17627848,38.0,EHB
17627851,11.0,EHB
17627852,29.0,EHB
17627994,19.0,Abstract
17628434,36.0,EHB
17629502,16.0,BrainMap
17631280,92.0,FullText
17631361,19.0,BrainMap
17631871,10.0,EHB
17632271,12.0,BrainMap
17634374,23.0,EHB
17634931,12.0,EHB
17636558,28.0,EHB
17636559,12.0,BrainMap
17636560,10.0,Abstract
17636562,24.0,EHB
17640530,7.0,EHB
17643400,24.0,EHB
17644001,13.0,EHB
17644071,26.0,EHB
17644222,26.0,EHB
17644414,9.0,BrainMap
17645543,16.0,EHB
17651704,31.0,EHB
17651709,15.0,EHB
17652461,16.0,BrainMap
17652462,10.0,EHB
17652463,16.0,FullText
17652467,25.0,EHB
17653109,37.0,BrainMap
17655831,14.0,EHB
17655834,14.0,BrainMap
17656073,7.0,BrainMap
17658273,41.0,EHB
17658690,12.0,EHB
17659885,24.0,EHB
17662257,23.0,BrainMap
17662530,12.0,BrainMap
17662699,13.0,BrainMap
17667960,16.0,EHB
17670944,14.0,EHB
17673231,39.0,EHB
17674356,16.0,EHB
17675111,42.0,EHB
17675369,20.0,EHB
17676057,18.0,BrainMap
17676059,49.0,EHB
17678634,70.0,EHB
17679639,19.0,BrainMap
17681357,13.0,BrainMap
17681798,16.0,EHB
17681799,15.333333333333334,BrainMap
17681983,11.0,EHB
17683056,8.6,BrainMap
17683792,12.0,EHB
17684497,12.0,BrainMap
17686049,8.0,EHB
17686467,13.0,BrainMap
17686634,16.0,EHB
17688963,15.0,EHB
17688985,30.0,EHB
17689103,38.0,EHB
17689268,15.0,BrainMap
17689504,63.0,EHB
17689571,12.0,BrainMap
17689575,5.0,EHB
17689983,18.5,EHB
17689985,75.0,EHB
17692981,18.0,FullText
17698008,11.714285714285714,BrainMap
17698081,12.0,BrainMap
17698371,38.0,BrainMap
17698372,32.0,EHB
17698497,50.0,EHB
17698534,36.0,EHB
17699669,19.2,BrainMap
17699676,17.0,BrainMap
17705220,19.0,BrainMap
17707125,20.0,EHB
17707351,17.0,EHB
17707444,12.0,EHB
17707538,20.0,EHB
17707658,31.0,EHB
17707869,82.0,EHB
17709121,7.0,EHB
17709202,28.0,EHB
17710118,17.0,EHB
17712267,12.0,BrainMap
17712410,80.0,EHB
17712786,34.0,EHB
17714006,14.0,BrainMap
17714013,12.0,BrainMap
17714197,8.0,BrainMap
17714373,44.0,EHB
17714375,64.0,EHB
17714799,8.0,BrainMap
17715198,10.0,EHB
17715350,15.0,EHB
17716696,33.0,EHB
17716795,37.0,EHB
17716820,14.0,EHB
17717184,14.0,BrainMap
17717657,14.0,FullText
17717689,9.0,EHB
17717701,22.0,EHB
17719211,31.0,EHB
17719566,29.0,EHB
17719567,24.214285714285715,BrainMap
17720148,6.0,BrainMap
17720459,60.0,EHB
17720687,10.0,EHB
17725995,18.0,BrainMap
17727825,12.0,Abstract
17728263,17.0,BrainMap
17728264,20.0,FullText
17728454,13.0,EHB
17764976,15.0,EHB
17765211,33.0,EHB
17765572,15.0,BrainMap
17765877,32.0,EHB
17765933,14.0,EHB
17766762,14.0,Abstract
17767510,14.0,BrainMap
17767511,14.0,BrainMap
17768265,20.0,BrainMap
17803835,13.75,BrainMap
17803973,12.0,EHB
17804259,6.0,BrainMap
17822681,11.0,BrainMap
17822926,15.0,BrainMap
17825123,17.0,BrainMap
17826793,32.0,EHB
17828390,23.0,EHB
17845909,24.0,BrainMap
17849020,14.0,BrainMap
17850241,8.0,BrainMap
17850833,,EHB
17851092,12.0,BrainMap
17855057,21.0,BrainMap
17855375,16.0,Abstract
17855376,93.0,EHB
17855604,12.0,EHB
17855612,19.0,BrainMap
17873968,32.0,FullText
17874333,12.0,EHB
17880400,15.0,EHB
17880929,12.0,EHB
17881109,10.0,EHB
17881128,26.0,EHB
17882035,9.5,BrainMap
17882232,20.0,EHB
17884110,18.0,BrainMap
17884585,36.0,EHB
17885190,20.2,BrainMap
17885578,10.0,BrainMap
17885606,10.0,BrainMap
17888408,21.0,BrainMap
17888409,40.0,EHB
17888411,17.0,BrainMap
17888686,15.0,FullText
17888687,9.0,EHB
17888688,20.0,EHB
17889565,14.0,EHB
17889835,14.0,BrainMap
17890108,15.0,EHB
17890109,17.0,EHB
17893294,29.0,BrainMap
17894398,24.0,BrainMap
17894934,11.5,EHB
17895916,30.0,EHB
17897404,16.0,BrainMap
17897405,8.0,EHB
17897686,16.0,EHB
17898151,9.0,EHB
17900633,20.0,EHB
17900903,14.0,BrainMap
17902000,51.0,EHB
17904384,14.0,EHB
17904385,12.5,EHB
17904386,12.0,BrainMap
17904389,21.0,EHB
17904770,42.0,EHB
17905481,35.0,EHB
17905600,18.0,BrainMap
17906328,11.571428571428571,BrainMap
17908169,16.0,EHB
17909772,20.0,Abstract
17913474,13.0,BrainMap
17913513,14.0,EHB
17913515,11.0,EHB
17913907,14.0,FullText
17915262,20.0,EHB
17915264,16.0,BrainMap
17916328,15.0,BrainMap
17916330,12.666666666666666,BrainMap
17916334,11.0,EHB
17916338,14.0,EHB
17919466,15.0,BrainMap
17919869,17.0,BrainMap
17919929,26.0,EHB
17919932,21.0,EHB
17919933,62.0,EHB
17919934,17.0,EHB
17919936,21.0,BrainMap
17920024,23.0,EHB
17920821,22.0,EHB
17921372,12.0,BrainMap
17921456,14.0,EHB
17924535,6.0,EHB
17924552,14.0,BrainMap
17924553,14.0,BrainMap
17925295,24.0,EHB
17928317,10.0,BrainMap
17928441,24.0,EHB
17928444,16.0,FullText
17928451,22.0,EHB
17932973,10.0,BrainMap
17934190,15.0,EHB
17936643,15.0,BrainMap
17936858,50.0,EHB
17940037,10.0,EHB
17942721,19.0,EHB
17942734,22.0,EHB
17942736,16.0,EHB
17942738,24.0,EHB
17945511,9.0,EHB
17947346,12.0,EHB
17947348,33.0,EHB
17948882,22.0,Abstract
17948883,14.0,Abstract
17948885,10.0,EHB
17948887,14.0,EHB
17948888,13.0,BrainMap
17949689,19.0,BrainMap
17949691,12.0,Abstract
17949905,20.0,BrainMap
17950474,13.0,BrainMap
17950623,17.0,EHB
17950625,15.0,EHB
17950764,25.0,EHB
17951002,40.0,EHB
17951077,13.875,BrainMap
17955021,24.0,EHB
17955290,7.0,BrainMap
17957704,46.0,BrainMap
17957705,11.0,Abstract
17958479,17.0,BrainMap
17958483,12.0,BrainMap
17958487,13.0,BrainMap
17958488,13.0,BrainMap
17958489,20.0,BrainMap
17958919,12.0,Abstract
17960142,12.0,BrainMap
17962045,8.0,BrainMap
17962220,15.0,EHB
17962925,22.0,EHB
17963797,20.0,EHB
17963799,22.0,EHB
17963998,14.0,BrainMap
17964185,28.0,BrainMap
17964741,12.0,BrainMap
17964813,24.0,EHB
17965128,12.0,FullText
17967171,87.5,EHB
17971871,16.0,EHB
17973326,66.0,EHB
17977025,11.0,EHB
17977592,16.0,BrainMap
17978031,12.5,EHB
17979123,13.0,Abstract
17979124,25.0,Abstract
17980493,42.0,BrainMap
17981055,16.0,EHB
17986612,3.0,BrainMap
17987060,12.0,BrainMap
17987064,19.0,Abstract
17988357,22.0,BrainMap
17988358,30.0,EHB
17989234,12.2,BrainMap
17989285,11.0,EHB
17990299,8.0,EHB
17990302,7.0,EHB
17990304,9.0,EHB
17993209,14.0,BrainMap
17995911,32.0,EHB
17996463,28.0,Abstract
17996464,10.0,BrainMap
17996465,35.0,Abstract
17996813,9.0,EHB
17996854,10.666666666666666,BrainMap
17997112,15.0,BrainMap
17997284,14.0,EHB
17997331,8.0,EHB
17999607,1.0,BrainMap
17999939,32.0,EHB
18003884,7.0,EHB
18004945,25.0,BrainMap
18005067,17.0,BrainMap
18006337,19.0,EHB
18022320,12.2,BrainMap
18022606,20.0,EHB
18022652,15.0,EHB
18023505,28.0,EHB
18023824,8.0,EHB
18023825,10.0,Abstract
18028117,8.0,EHB
18029199,26.0,EHB
18030335,14.0,EHB
18031826,8.0,BrainMap
18032069,9.0,EHB
18032565,12.0,EHB
18032658,13.25,BrainMap
18033767,14.0,FullText
18033768,13.75,EHB
18034695,8.0,BrainMap
18035557,11.0,BrainMap
18037455,18.0,EHB
18039046,12.0,BrainMap
18041737,19.0,Abstract
18041740,8.0,EHB
18041743,10.0,EHB
18042401,30.0,BrainMap
18042495,20.0,EHB
18042643,14.0,EHB
18043754,15.0,BrainMap
18053618,44.0,EHB
18053686,12.0,Abstract
18053745,12.0,EHB
18053746,15.0,FullText
18055028,28.0,Abstract
18055184,15.5,BrainMap
18055927,216.0,EHB
18055928,82.0,EHB
18055941,59.0,EHB
18056085,11.0,EHB
18056086,12.0,EHB
18056543,16.166666666666668,BrainMap
18056550,12.0,BrainMap
18056697,12.0,BrainMap
18057110,18.0,EHB
18058090,13.0,EHB
18060809,28.0,EHB
18060812,23.0,Abstract
18061152,17.0,Abstract
18061310,10.0,EHB
18061483,12.0,Abstract
18063349,9.0,BrainMap
18063390,10.0,Abstract
18063476,12.0,BrainMap
18063560,17.0,EHB
18063566,12.0,EHB
18064585,12.0,EHB
18065438,21.0,BrainMap
18065722,16.0,EHB
18068690,40.0,EHB
18068955,22.0,EHB
18069004,11.0,BrainMap
18070338,18.0,EHB
18072271,61.0,EHB
18072277,9.0,EHB
18072278,17.0,FullText
18072279,43.0,Abstract
18072280,14.0,EHB
18072830,17.0,BrainMap
18076530,11.25,BrainMap
18077373,21.5,BrainMap
18077465,33.0,EHB
18077688,12.0,BrainMap
18079060,14.0,EHB
18079289,8.333333332999999,EHB
18082427,16.0,EHB
18082428,54.0,EHB
18083565,28.0,EHB
18083602,15.0,Abstract
18086536,30.0,EHB
18088583,8.0,BrainMap
18089297,24.0,EHB
18091986,18.0,EHB
18093031,45.0,EHB
18093736,11.0,EHB
18093809,39.0,BrainMap
18093845,17.0,EHB
18094020,12.0,BrainMap
18094962,10.0,EHB
18095276,7.0,BrainMap
18095277,10.0,BrainMap
18095280,8.0,BrainMap
18095282,3.0,EHB
18095285,15.0,EHB
18096139,16.0,EHB
18096407,127.0,EHB
18096409,12.0,Abstract
18096410,10.0,Abstract
18096681,1.0,EHB
18097655,10.0,BrainMap
18097993,15.0,BrainMap
18155254,11.0,EHB
18155446,36.0,EHB
18155880,17.91666667,EHB
18155926,26.0,EHB
18155927,15.0,EHB
18158178,10.0,EHB
18158315,15.0,Abstract
18158370,18.333333333333332,BrainMap
18160533,11.0,BrainMap
18160644,21.0,BrainMap
18160646,9.0,BrainMap
18162699,8.0,BrainMap
18164074,25.0,Abstract
18164213,12.0,EHB
18164628,5.666666667,EHB
18165105,12.0,EHB
18165281,44.0,EHB
18165283,20.0,EHB
18166203,10.0,EHB
18171926,38.0,EHB
18172850,9.0,BrainMap
18172852,16.0,Abstract
18174503,10.0,BrainMap
18174505,19.0,EHB
18174827,12.0,BrainMap
18174910,16.0,EHB
18176625,12.0,EHB
18177676,78.0,Abstract
18177843,15.0,BrainMap
18178180,21.0,EHB
18180168,28.0,EHB
18180763,16.66666667,EHB
18181882,24.0,Abstract
18182174,12.0,EHB
18183378,28.0,EHB
18184572,23.0,EHB
18184777,12.0,Abstract
18187342,12.0,Abstract
18190502,1.0,EHB
18191160,56.0,EHB
18191587,16.0,Abstract
18191960,25.0,EHB
18193453,20.0,EHB
18194807,11.0,BrainMap
18195362,20.0,BrainMap
18201906,15.0,EHB
18201907,52.0,EHB
18202242,12.0,Abstract
18203622,18.0,BrainMap
18203696,15.0,EHB
18206186,29.0,EHB
18206189,24.0,BrainMap
18206391,14.0,Abstract
18207298,24.0,EHB
18207423,6.0,EHB
18209203,10.0,BrainMap
18211233,29.0,BrainMap
18215449,89.0,EHB
18216200,15.0,FullText
18216774,34.0,EHB
18217881,116.0,EHB
18219617,26.0,EHB
18219620,12.0,EHB
18219622,24.0,EHB
18221282,8.0,BrainMap
18221758,34.0,EHB
18222069,14.0,Abstract
18224306,32.0,EHB
18226833,24.0,EHB
18231575,20.0,EHB
18234075,92.5,EHB
18234415,49.0,Abstract
18234476,31.0,EHB
18234477,14.0,BrainMap
18234508,15.0,EHB
18234509,12.0,Abstract
18234519,19.0,EHB
18234521,14.0,EHB
18234524,22.0,EHB
18234682,125.33333329999999,EHB
18234684,17.0,EHB
18234685,23.0,EHB
18234690,20.0,EHB
18234695,20.0,BrainMap
18235427,36.0,EHB
18241895,193.0,EHB
18241912,44.0,EHB
18242723,22.0,EHB
18243736,18.0,EHB
18245041,24.0,EHB
18245043,50.0,EHB
18248739,16.0,EHB
18248740,14.0,BrainMap
18249420,13.0,BrainMap
18252741,10.0,EHB
18252743,22.0,Abstract
18255103,15.0,EHB
18255317,57.0,EHB
18256251,36.0,EHB
18258337,48.0,EHB
18261714,28.0,EHB
18261744,24.0,EHB
18261930,37.0,FullText
18261931,35.0,EHB
18261933,33.0,EHB
18262207,62.0,EHB
18262208,15.0,BrainMap
18262704,10.0,Abstract
18266215,12.0,Abstract
18266216,7.0,EHB
18266217,68.0,BrainMap
18267339,15.0,EHB
18270173,18.0,EHB
18272399,14.0,BrainMap
18272874,26.0,EHB
18275329,14.0,BrainMap
18275339,19.0,BrainMap
18276163,11.0,BrainMap
18279326,17.0,BrainMap
18279361,11.0,EHB
18279364,10.0,FullText
18279947,15.0,EHB
18280753,14.0,Abstract
18281155,8.0,EHB
18281300,77.0,Abstract
18281303,14.66666667,EHB
18281304,18.0,EHB
18282558,16.0,EHB
18282770,47.0,EHB
18284340,17.0,BrainMap
18284353,13.0,BrainMap
18286463,12.0,EHB
18291350,11.0,EHB
18291678,29.0,FullText
18292747,12.0,BrainMap
18294618,30.0,Abstract
18294683,9.0,EHB
18294772,17.0,Abstract
18295746,19.0,BrainMap
18295984,34.0,EHB
18296070,28.0,FullText
18296073,16.0,EHB
18296434,,EHB
18296551,24.0,EHB
18299209,19.0,EHB
18299790,13.0,Abstract
18301756,6.0,BrainMap
18301959,7.0,BrainMap
18302724,11.0,Abstract
18303973,9.0,BrainMap
18303978,18.0,BrainMap
18303983,15.0,BrainMap
18304592,16.0,Abstract
18305258,12.0,EHB
18308586,17.0,BrainMap
18308706,7.0,EHB
18308708,20.0,EHB
18308710,36.33333333,EHB
18308711,19.0,EHB
18309087,18.0,BrainMap
18310578,9.666666666666666,BrainMap
18310580,8.571428571428571,BrainMap
18311513,19.0,EHB
18311829,40.0,EHB
18313223,22.0,EHB
18314252,49.0,EHB
18316207,14.0,Abstract
18316728,17.0,EHB
18318793,15.0,EHB
18320179,12.0,BrainMap
18321537,27.0,EHB
18321870,8.0,BrainMap
18321871,19.0,EHB
18321924,14.0,EHB
18323572,11.0,BrainMap
18325582,9.0,BrainMap
18325789,17.0,Abstract
18329093,16.0,EHB
18329293,9.0,EHB
18329633,12.0,Abstract
18329671,10.0,BrainMap
18329673,25.0,Abstract
18329904,27.0,EHB
18329905,21.0,BrainMap
18330871,15.0,Abstract
18330872,8.375,BrainMap
18331801,12.0,FullText
18333980,10.0,BrainMap
18335036,19.5,EHB
18336572,16.0,EHB
18336838,15.0,Abstract
18337125,10.0,Abstract
18337398,8.5,EHB
18337401,22.0,FullText
18337404,19.0,BrainMap
18339409,20.0,Abstract
18342423,24.0,EHB
18342424,64.0,EHB
18342542,2.0,EHB
18342544,17.0,EHB
18343163,12.0,BrainMap
18343462,,EHB
18343687,8.0,BrainMap
18344173,16.0,BrainMap
18344174,12.0,BrainMap
18344175,10.0,Abstract
18344193,15.0,BrainMap
18346764,60.0,Abstract
18346831,10.0,FullText
18346913,10.0,FullText
18349055,24.0,EHB
18350136,24.0,Abstract
18350284,15.0,EHB
18353127,17.0,EHB
18353285,29.0,EHB
18353329,17.0,BrainMap
18353521,12.0,Abstract
18355627,15.0,Abstract
18356025,12.0,BrainMap
18356027,32.0,EHB
18358742,14.0,EHB
18359777,13.0,BrainMap
18362056,28.0,EHB
18363509,16.666666666666668,BrainMap
18364027,103.0,EHB
18364040,11.0,FullText
18365029,16.0,EHB
18367419,11.0,Abstract
18367612,17.0,EHB
18370596,24.0,BrainMap
18372048,18.0,Abstract
18372164,29.0,EHB
18372290,20.0,BrainMap
18372293,14.0,Abstract
18374603,68.0,EHB
18374902,82.0,Abstract
18375064,13.0,EHB
18375146,19.0,EHB
18375148,14.0,EHB
18375149,7.0,EHB
18375529,13.0,BrainMap
18378168,12.0,EHB
18378266,9.0,EHB
18378467,20.0,EHB
18378553,15.0,BrainMap
18380676,21.0,BrainMap
18381635,19.0,BrainMap
18381767,17.0,EHB
18384958,11.0,EHB
18385328,19.0,BrainMap
18385330,19.0,BrainMap
18385483,100.0,Abstract
18387556,15.0,Abstract
18387568,12.0,BrainMap
18387582,12.0,Abstract
18387583,7.0,EHB
18387584,9.0,EHB
18387586,18.0,EHB
18387824,8.0,Abstract
18388350,12.0,BrainMap
18388729,15.0,BrainMap
18391194,32.0,EHB
18394660,12.0,EHB
18394923,24.0,EHB
18395472,30.0,EHB
18395761,2.0,EHB
18395979,1.0,EHB
18396063,14.0,EHB
18396414,42.66666667,EHB
18399040,10.0,BrainMap
18399882,11.0,BrainMap
18400791,16.0,EHB
18400793,9.0,EHB
18400794,35.0,EHB
18403120,31.0,EHB
18403397,30.0,EHB
18406173,17.0,BrainMap
18406432,10.0,BrainMap
18406434,14.0,EHB
18407300,9.0,EHB
18410362,20.0,EHB
18411061,8.0,EHB
18412112,21.0,Abstract
18412114,12.0,EHB
18412133,32.0,Abstract
18412282,1.0,EHB
18413289,12.0,Abstract
18413290,40.0,EHB
18413350,22.0,Abstract
18417364,8.0,EHB
18417365,176.0,BrainMap
18417700,36.0,EHB
18418593,10.0,BrainMap
18419841,5.0,BrainMap
18420234,12.0,EHB
18420426,13.0,BrainMap
18420428,25.0,EHB
18422547,11.0,Abstract
18422840,30.0,EHB
18423328,18.0,EHB
18423780,36.0,EHB
18424181,16.0,EHB
18424775,19.0,EHB
18425505,10.0,BrainMap
18427116,30.0,BrainMap
18431500,13.0,BrainMap
18433807,17.0,BrainMap
18434103,42.0,EHB
18434197,,EHB
18434200,8.0,BrainMap
18434201,18.0,EHB
18434203,59.0,Abstract
18435752,10.0,EHB
18437279,29.0,Abstract
18439412,19.0,BrainMap
18440493,13.0,Abstract
18445024,20.0,EHB
18445214,12.0,BrainMap
18445220,10.0,Abstract
18445531,11.0,EHB
18445602,25.0,BrainMap
18445603,12.0,EHB
18448452,24.0,EHB
18448453,15.0,EHB
18448634,12.0,BrainMap
18448644,12.0,EHB
18448649,19.0,EHB
18450480,16.0,BrainMap
18454447,12.0,Abstract
18455308,40.0,EHB
18455372,13.0,Abstract
18455373,19.0,BrainMap
18455740,18.0,EHB
18455837,30.0,EHB
18456379,22.0,EHB
18456517,15.0,BrainMap
18458752,8.0,BrainMap
18460331,12.0,BrainMap
18464282,30.0,FullText
18465747,15.0,EHB
18465748,19.571428571428573,BrainMap
18465750,15.0,BrainMap
18465800,26.0,EHB
18466663,13.0,BrainMap
18467520,7.0,FullText
18468692,5.0,EHB
18468869,10.0,BrainMap
18469316,14.0,EHB
18471055,15.0,EHB
18471837,,EHB
18471869,11.0,EHB
18472185,24.0,EHB
18474845,16.0,BrainMap
18475275,,EHB
18476755,20.0,FullText
18476756,20.0,EHB
18476760,23.0,EHB
18476765,10.0,EHB
18476766,10.0,Abstract
18479670,25.0,EHB
18479717,16.0,EHB
18479820,9.0,Abstract
18479943,28.0,EHB
18480270,12.0,EHB
18480284,18.0,FullText
18482851,15.0,EHB
18483003,14.0,BrainMap
18483724,24.0,EHB
18485420,16.0,BrainMap
18485554,47.0,EHB
18485604,8.0,BrainMap
18485743,30.0,FullText
18486147,21.0,EHB
18486489,17.0,BrainMap
18486490,14.0,EHB
18486491,20.0,EHB
18486975,14.0,Abstract
18489958,1.0,EHB
18489966,10.0,BrainMap
18490028,12.0,BrainMap
18490926,121.0,Abstract
18493621,10.666666666666666,BrainMap
18495180,28.0,EHB
18495495,3.0,EHB
18495496,10.0,Abstract
18495886,17.0,EHB
18498743,49.0,EHB
18499266,20.0,EHB
18499348,49.0,EHB
18499478,29.0,EHB
18499479,15.0,BrainMap
18499480,12.0,EHB
18501457,58.0,EHB
18501639,35.0,EHB
18502045,15.0,FullText
18507736,12.0,BrainMap
18509023,16.0,BrainMap
18509047,23.0,BrainMap
18509068,10.0,EHB
18509462,12.0,BrainMap
18510438,11.0,EHB
18510442,16.0,EHB
18510447,46.0,Abstract
18510448,29.0,EHB
18511023,7.0,EHB
18511301,12.0,Abstract
18511304,9.0,EHB
18511306,20.0,EHB
18511955,12.0,BrainMap
18513833,30.0,EHB
18514168,16.0,FullText
18514543,12.0,EHB
18514546,26.0,EHB
18514678,12.0,EHB
18514745,24.0,Abstract
18515047,29.0,Abstract
18515149,,EHB
18515150,14.0,BrainMap
18523591,15.0,FullText
18524627,2.0,EHB
18524902,20.0,Abstract
18534567,12.0,BrainMap
18534868,21.0,BrainMap
18534989,15.0,FullText
18536699,48.0,EHB
18537112,16.0,Abstract
18537114,18.0,Abstract
18540914,72.0,EHB
18540915,10.0,BrainMap
18540916,73.0,EHB
18541279,18.0,FullText
